Read_and_write,Sex_Male,Sex_Female,Sex_Total,Township,MIMU_code
 Literate,31090,33647,64737,Pindaya,MMR014006
 Illiterate,1541,3270,4811,Pindaya,MMR014006
 Total,32631,36917,69548,Pindaya,MMR014006
