Read_and_write,Sex_Male,Sex_Female,Sex_Total,Township,MIMU_code
 Literate,65592,71327,136919,Kyaikto,MMR011009
 Illiterate,4632,7903,12535,Kyaikto,MMR011009
 Total,70224,79230,149454,Kyaikto,MMR011009
