Read_and_write,Sex_Male,Sex_Female,Sex_Total,Township,MIMU_code
 Literate,116322,134998,251320,Insein,MMR013001
 Illiterate,3117,5517,8634,Insein,MMR013001
 Total,119439,140515,259954,Insein,MMR013001
