Read_and_write,Sex_Male,Sex_Female,Sex_Total,Township,MIMU_code
 Literate,60113,62134,122247,Htantabin,MMR013006
 Illiterate,3001,4877,7878,Htantabin,MMR013006
 Total,63114,67011,130125,Htantabin,MMR013006
