Read_and_write,Sex_Male,Sex_Female,Sex_Total,Township,MIMU_code
 Literate,5187,5140,10327,Minengaw(ST),MMR015012
 Illiterate,1826,3312,5138,Minengaw(ST),MMR015012
 Total,7013,8452,15465,Minengaw(ST),MMR015012
