Read_and_write,Sex_Male,Sex_Female,Sex_Total,Township,MIMU_code
 Literate,28169,26121,54290,Nanhsam(South),MMR014013
 Illiterate,9957,14277,24234,Nanhsam(South),MMR014013
 Total,38126,40398,78524,Nanhsam(South),MMR014013
