Read_and_write,Sex_Male,Sex_Female,Sex_Total,Township,MIMU_code
 Literate,7676,6916,14592,Karli(ST),MMR014014
 Illiterate,5315,7351,12666,Karli(ST),MMR014014
 Total,12991,14267,27258,Karli(ST),MMR014014
