Read_and_write,Sex_Male,Sex_Female,Sex_Total,Township,MIMU_code
 Literate,112033,131473,243506,Meiktila,MMR010028
 Illiterate,4853,18194,23047,Meiktila,MMR010028
 Total,116886,149667,266553,Meiktila,MMR010028
