Read_and_write,Sex_Male,Sex_Female,Sex_Total,Township,MIMU_code
 Literate,43542,54305,97847,Chaungzon,MMR011003
 Illiterate,4664,6766,11430,Chaungzon,MMR011003
 Total,48206,61071,109277,Chaungzon,MMR011003
