Read_and_write,Sex_Male,Sex_Female,Sex_Total,Township,MIMU_code
 Literate,63764,70889,134653,Pwint Phyu,MMR009008
 Illiterate,3292,8256,11548,Pwint Phyu,MMR009008
 Total,67056,79145,146201,Pwint Phyu,MMR009008
