Read_and_write,Sex_Male,Sex_Female,Sex_Total,Township,MIMU_code
 Literate,42671,39824,82495,An,MMR012014
 Illiterate,6537,14088,20625,An,MMR012014
 Total,49208,53912,103120,An,MMR012014
