Read_and_write,Sex_Male,Sex_Female,Sex_Total,Township,MIMU_code
 Literate,9655,9610,19265,Mineshu,MMR014017
 Illiterate,7158,10563,17721,Mineshu,MMR014017
 Total,16813,20173,36986,Mineshu,MMR014017
