Read_and_write,Sex_Male,Sex_Female,Sex_Total,Township,MIMU_code
 Literate,14115,13643,27758,Le`char,MMR014012
 Illiterate,6054,9426,15480,Le`char,MMR014012
 Total,20169,23069,43238,Le`char,MMR014012
