Read_and_write,Sex_Male,Sex_Female,Sex_Total,Township,MIMU_code
 Literate,111131,118141,229272,Taikkyi,MMR013005
 Illiterate,6134,11286,17420,Taikkyi,MMR013005
 Total,117265,129427,246692,Taikkyi,MMR013005
