Read_and_write,Sex_Male,Sex_Female,Sex_Total,Township,MIMU_code
 Literate,48967,55127,104094,Gyobingauk,MMR008014
 Illiterate,1457,2252,3709,Gyobingauk,MMR008014
 Total,50424,57379,107803,Gyobingauk,MMR008014
