Read_and_write,Sex_Male,Sex_Female,Sex_Total,Township,MIMU_code
 Literate,10858,10051,20909,Maungtaw,MMR012009
 Illiterate,4171,6307,10478,Maungtaw,MMR012009
 Total,15029,16358,31387,Maungtaw,MMR012009
