Read_and_write,Sex_Male,Sex_Female,Sex_Total,Township,MIMU_code
 Literate,53418,60263,113681,Sittway,MMR012001
 Illiterate,4724,10640,15364,Sittway,MMR012001
 Total,58142,70903,129045,Sittway,MMR012001
