Read_and_write,Sex_Male,Sex_Female,Sex_Total,Township,MIMU_code
 Literate,10230,10516,20746,Kehsi,MMR014015
 Illiterate,6641,10342,16983,Kehsi,MMR014015
 Total,16871,20858,37729,Kehsi,MMR014015
