Read_and_write,Sex_Male,Sex_Female,Sex_Total,Township,MIMU_code
 Literate,92421,109697,202118,Salin,MMR009010
 Illiterate,3297,7675,10972,Salin,MMR009010
 Total,95718,117372,213090,Salin,MMR009010
