Read_and_write,Sex_Male,Sex_Female,Sex_Total,Township,MIMU_code
 Literate,9935,9606,19541,Linkhe`,MMR014018
 Illiterate,4316,5945,10261,Linkhe`,MMR014018
 Total,14251,15551,29802,Linkhe`,MMR014018
