Read_and_write,Sex_Male,Sex_Female,Sex_Total,Township,MIMU_code
 Literate,52221,58336,110557,Monyo,MMR008013
 Illiterate,1986,3297,5283,Monyo,MMR008013
 Total,54207,61633,115840,Monyo,MMR008013
