Read_and_write,Sex_Male,Sex_Female,Sex_Total,Township,MIMU_code
 Literate,41412,43379,84791,Shwegyin,MMR007008
 Illiterate,3051,4484,7535,Shwegyin,MMR007008
 Total,44463,47863,92326,Shwegyin,MMR007008
