Read_and_write,Sex_Male,Sex_Female,Sex_Total,Township,MIMU_code
 Literate,76031,87431,163462,Natmauk,MMR009006
 Illiterate,3993,17130,21123,Natmauk,MMR009006
 Total,80024,104561,184585,Natmauk,MMR009006
