Read_and_write,Sex_Male,Sex_Female,Sex_Total,Township,MIMU_code
 Literate,84570,90778,175348,Thaton,MMR011007
 Illiterate,11870,17251,29121,Thaton,MMR011007
 Total,96440,108029,204469,Thaton,MMR011007
