Read_and_write,Sex_Male,Sex_Female,Sex_Total,Township,MIMU_code
 Literate,19752,21590,41342,Ngape,MMR009009
 Illiterate,1289,2519,3808,Ngape,MMR009009
 Total,21041,24109,45150,Ngape,MMR009009
