Read_and_write,Sex_Male,Sex_Female,Sex_Total,Township,MIMU_code
 Literate,619,463,1082,Taungpyoletwe(ST),MMR012009
 Illiterate,457,602,1059,Taungpyoletwe(ST),MMR012009
 Total,1076,1065,2141,Taungpyoletwe(ST),MMR012009
