Read_and_write,Sex_Male,Sex_Female,Sex_Total,Township,MIMU_code
 Literate,93968,99575,193543,Yame`thin,MMR010023
 Illiterate,5553,18863,24416,Yame`thin,MMR010023
 Total,99521,118438,217959,Yame`thin,MMR010023
