Read_and_write,Sex_Male,Sex_Female,Sex_Total,Township,MIMU_code
 Literate,21213,27557,48770,Mannaung,MMR017011
 Illiterate,1052,2492,3544,Mannaung,MMR017011
 Total,22265,30049,52314,Mannaung,MMR017011
