Read_and_write,Sex_Male,Sex_Female,Sex_Total,Township,MIMU_code
 Literate,36051,41339,77390,Yanbye,MMR012013
 Illiterate,2889,7357,10246,Yanbye,MMR012013
 Total,38940,48696,87636,Yanbye,MMR012013
