Read_and_write,Sex_Male,Sex_Female,Sex_Total,Township,MIMU_code
 Literate,7377,6654,14031,Karathuri(ST),MMR006010
 Illiterate,473,601,1074,Karathuri(ST),MMR006010
 Total,7850,7255,15105,Karathuri(ST),MMR006010
