Read_and_write,Sex_Male,Sex_Female,Sex_Total,Township,MIMU_code
 Literate,10349,9473,19822,Manton,MMR015019
 Illiterate,4586,7735,12321,Manton,MMR015019
 Total,14935,17208,32143,Manton,MMR015019
