Read_and_write,Sex_Male,Sex_Female,Sex_Total,Township,MIMU_code
 Literate,39638,45353,84991,Yethedaung,MMR012008
 Illiterate,4160,11939,16099,Yethedaung,MMR012008
 Total,43798,57292,101090,Yethedaung,MMR012008
