Read_and_write,Sex_Male,Sex_Female,Sex_Total,Township,MIMU_code
 Literate,56629,60926,117555,Paunde,MMR008004
 Illiterate,2758,4931,7689,Paunde,MMR008004
 Total,59387,65857,125244,Paunde,MMR008004
