Read_and_write,Sex_Male,Sex_Female,Sex_Total,Township,MIMU_code
 Literate,51817,55615,107432,Thandwe,MMR012015
 Illiterate,2911,5361,8272,Thandwe,MMR012015
 Total,54728,60976,115704,Thandwe,MMR012015
