Read_and_write,Sex_Male,Sex_Female,Sex_Total,Township,MIMU_code
 Literate,37706,37483,75189,MuSe,MMR015009
 Illiterate,6900,9267,16167,MuSe,MMR015009
 Total,44606,46750,91356,MuSe,MMR015009
