Read_and_write,Sex_Male,Sex_Female,Sex_Total,Township,MIMU_code
 Literate,50598,51462,102060,Hsipaw,MMR015014
 Illiterate,19510,28131,47641,Hsipaw,MMR015014
 Total,70108,79593,149701,Hsipaw,MMR015014
