Read_and_write,Sex_Male,Sex_Female,Sex_Total,Township,MIMU_code
 Literate,8253,6989,15242,Maukme`,MMR014020
 Illiterate,4745,8052,12797,Maukme`,MMR014020
 Total,12998,15041,28039,Maukme`,MMR014020
