Read_and_write,Sex_Male,Sex_Female,Sex_Total,Township,MIMU_code
 Literate,60886,67144,128030,Oatwin,MMR007013
 Illiterate,4226,9294,13520,Oatwin,MMR007013
 Total,65112,76438,141550,Oatwin,MMR007013
