Read_and_write,Sex_Male,Sex_Female,Sex_Total,Township,MIMU_code
 Literate,16143,15675,31818,Loilem,MMR014011
 Illiterate,4113,8302,12415,Loilem,MMR014011
 Total,20256,23977,44233,Loilem,MMR014011
