Read_and_write,Sex_Male,Sex_Female,Sex_Total,Township,MIMU_code
 Literate,54818,62604,117422,Thegon,MMR008005
 Illiterate,1390,2459,3849,Thegon,MMR008005
 Total,56208,65063,121271,Thegon,MMR008005
