Read_and_write,Sex_Male,Sex_Female,Sex_Total,Township,MIMU_code
 Literate,16327,16219,32546,Buthidaung,MMR012010
 Illiterate,5052,8617,13669,Buthidaung,MMR012010
 Total,21379,24836,46215,Buthidaung,MMR012010
