Read_and_write,Sex_Male,Sex_Female,Sex_Total,Township,MIMU_code
 Literate,44534,47335,91869,Toungup,MMR012016
 Illiterate,3077,6092,9169,Toungup,MMR012016
 Total,47611,53427,101038,Toungup,MMR012016
