Read_and_write,Sex_Male,Sex_Female,Sex_Total,Township,MIMU_code
 Literate,51371,53897,105268,Minhla,MMR009013
 Illiterate,2376,5942,8318,Minhla,MMR009013
 Total,53747,59839,113586,Minhla,MMR009013
