Read_and_write,Sex_Male,Sex_Female,Sex_Total,Township,MIMU_code
 Literate,21605,23069,44674,Namsan(North),MMR015016
 Illiterate,4603,9284,13887,Namsan(North),MMR015016
 Total,26208,32353,58561,Namsan(North),MMR015016
