Read_and_write,Sex_Male,Sex_Female,Sex_Total,Township,MIMU_code
 Literate,35088,35110,70198,Namkham,MMR015010
 Illiterate,8708,14470,23178,Namkham,MMR015010
 Total,43796,49580,93376,Namkham,MMR015010
