Read_and_write,Sex_Male,Sex_Female,Sex_Total,Township,MIMU_code
 Literate,38041,34689,72730,Phekon,MMR014010
 Illiterate,5464,9448,14912,Phekon,MMR014010
 Total,43505,44137,87642,Phekon,MMR014010
