Read_and_write,Sex_Male,Sex_Female,Sex_Total,Township,MIMU_code
 Literate,8669,7689,16358,Khamaukgyi,MMR006009
 Illiterate,903,1153,2056,Khamaukgyi,MMR006009
 Total,9572,8842,18414,Khamaukgyi,MMR006009
