Read_and_write,Sex_Male,Sex_Female,Sex_Total,Township,MIMU_code
 Literate,133177,150800,283977,North Okkalapa,MMR013012
 Illiterate,3139,5817,8956,North Okkalapa,MMR013012
 Total,136316,156617,292933,North Okkalapa,MMR013012
