Read_and_write,Sex_Male,Sex_Female,Sex_Total,Township,MIMU_code
 Literate,47409,57136,104545,Ngazun,MMR010021
 Illiterate,2175,5185,7360,Ngazun,MMR010021
 Total,49584,62321,111905,Ngazun,MMR010021
