Read_and_write,Sex_Male,Sex_Female,Sex_Total,Township,MIMU_code
 Literate,88930,99469,188399,Wundwin,MMR010031
 Illiterate,5105,14460,19565,Wundwin,MMR010031
 Total,94035,113929,207964,Wundwin,MMR010031
