Read_and_write,Sex_Male,Sex_Female,Sex_Total,Township,MIMU_code
 Literate,65049,77344,142393,South Okkalapa,MMR013011
 Illiterate,1054,2262,3316,South Okkalapa,MMR013011
 Total,66103,79606,145709,South Okkalapa,MMR013011
