Read_and_write,Sex_Male,Sex_Female,Sex_Total,Township,MIMU_code
 Literate,30548,33244,63792,Dawbon,MMR013014
 Illiterate,1234,2239,3473,Dawbon,MMR013014
 Total,31782,35483,67265,Dawbon,MMR013014
