Read_and_write,Sex_Male,Sex_Female,Sex_Total,Township,MIMU_code
 Literate,78484,89154,167638,Nyaunglebin,MMR007005
 Illiterate,3360,6077,9437,Nyaunglebin,MMR007005
 Total,81844,95231,177075,Nyaunglebin,MMR007005
