Read_and_write,Sex_Male,Sex_Female,Sex_Total,Township,MIMU_code
 Literate,74604,84910,159514,Nyaung U,MMR010022
 Illiterate,4323,12252,16575,Nyaung U,MMR010022
 Total,78927,97162,176089,Nyaung U,MMR010022
