Read_and_write,Sex_Male,Sex_Female,Sex_Total,Township,MIMU_code
 Literate,27463,23971,51434,Naungtayar(ST),MMR014009
 Illiterate,3643,11080,14723,Naungtayar(ST),MMR014009
 Total,31106,35051,66157,Naungtayar(ST),MMR014009
