Read_and_write,Sex_Male,Sex_Female,Sex_Total,Township,MIMU_code
 Literate,60147,66988,127135,Thanbyuzayat,MMR011004
 Illiterate,8265,12051,20316,Thanbyuzayat,MMR011004
 Total,68412,79039,147451,Thanbyuzayat,MMR011004
