Read_and_write,Sex_Male,Sex_Female,Sex_Total,Township,MIMU_code
 Literate,9887,10587,20474,Kyeintali(ST),MMR012017
 Illiterate,481,700,1181,Kyeintali(ST),MMR012017
 Total,10368,11287,21655,Kyeintali(ST),MMR012017
