Read_and_write,Sex_Male,Sex_Female,Sex_Total,Township,MIMU_code
 Literate,6798,6863,13661,Khawzar,MMR011006
 Illiterate,2309,3362,5671,Khawzar,MMR011006
 Total,9107,10225,19332,Khawzar,MMR011006
