Read_and_write,Sex_Male,Sex_Female,Sex_Total,Township,MIMU_code
 Literate,78761,86673,165434,Daik U,MMR007007
 Illiterate,4228,9035,13263,Daik U,MMR007007
 Total,82989,95708,178697,Daik U,MMR007007
