Read_and_write,Sex_Male,Sex_Female,Sex_Total,Township,MIMU_code
 Literate,69341,78169,147510,Minbu,MMR009007
 Illiterate,3211,7860,11071,Minbu,MMR009007
 Total,72552,86029,158581,Minbu,MMR009007
