Read_and_write,Sex_Male,Sex_Female,Sex_Total,Township,MIMU_code
 Literate,184170,206615,390785,Bago,MMR007001
 Illiterate,11805,22557,34362,Bago,MMR007001
 Total,195975,229172,425147,Bago,MMR007001
