Read_and_write,Sex_Male,Sex_Female,Sex_Total,Township,MIMU_code
 Literate,1697,1406,3103,Homane(ST),MMR014018
 Illiterate,1184,1495,2679,Homane(ST),MMR014018
 Total,2881,2901,5782,Homane(ST),MMR014018
