Read_and_write,Sex_Male,Sex_Female,Sex_Total,Township,MIMU_code
 Literate,69759,76614,146373,Myauk U,MMR012003
 Illiterate,7139,17051,24190,Myauk U,MMR012003
 Total,76898,93665,170563,Myauk U,MMR012003
