Read_and_write,Sex_Male,Sex_Female,Sex_Total,Township,MIMU_code
 Literate,57726,54715,112441,Kyaukpyu,MMR012011
 Illiterate,7017,22520,29537,Kyaukpyu,MMR012011
 Total,64743,77235,141978,Kyaukpyu,MMR012011
